negativeId,year,repository,place,prov,region,lat,lon
23698,1930,SS. Nazaro e Celso,Verona,VR,VENETO,,
23699,1930,"SS. Nazaro e Celso, Verona",Verona,VR,VENETO,,
23700,1930,S. Stefano,Verona,VR,VENETO,,
23701,1930,S. Stefano,Verona,VR,VENETO,,
23702,1930,S. Paolo in Campo Marzo,Verona,VR,VENETO,,
23703,1930,S. Luca,Verona,VR,VENETO,,
23704,1930,"SS. Apostoli, Verona",Verona,VR,VENETO,,
23705,1930,S. Zeno Maggiore,Verona,VR,VENETO,,
23707,1930,Chiesa di S. Zeno Maggiore,Verona,VR,VENETO,,
23709,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23710,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23711,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23712,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23713,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23714,1930,S. Zeno Maggiore,Verona,VR,VENETO,,
23715,1930,S. Zeno Maggiore,Verona,VR,VENETO,,
23716,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23717,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23718,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23719,1930,Chiesa di S. Zeno Maggiore,Verona,VR,VENETO,,
23720,1930,Chiesa di S. Zeno Maggiore,Verona,VR,VENETO,,
23721,1930,Chiesa di S. Zeno Maggiore,Verona,VR,VENETO,,
23722,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23723,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23724,1930,Chiesa di S. Zeno Maggiore,Verona,VR,VENETO,,
23725,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23726,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23727,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23728,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23729,1930,S. Zeno Maggiore,Verona,VR,VENETO,,
23730,1930,S. Zeno Maggiore,Verona,VR,VENETO,,
23731,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23732,1930,San Zeno Maggiore,Verona,VR,VENETO,,
23733,1930,Pieve di S. Pietro,Romena,AR,TOSCANA,,
23734,1930,Pieve di S. Pietro,Romena,AR,TOSCANA,,
23735,1930,Pieve di S. Pietro,Romena,AR,TOSCANA,,
23736,1930,Pieve di S. Pietro,Romena,AR,TOSCANA,,
23737,1930,Pieve di S. Maria Assunta,Stia,AR,TOSCANA,,
23738,1930,Pieve di S. Maria Assunta,Stia,AR,TOSCANA,,
23739,1930,Madonna del Ponte,Stia,AR,TOSCANA,,
23740,1930,Sant'Andrea Corsini,Stia,AR,TOSCANA,,
23741,1930,Sant'Andrea Corsini,Stia,AR,TOSCANA,,
23742,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23743,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23744,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23745,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23746,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23747,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23748,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23749,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23750,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23751,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23752,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23753,1930,Oratorio di Sta. Maria delle Grazie,Stia,AR,TOSCANA,,
23754,1930,S. Romolo,"Pratovecchio, Valiano",AR,TOSCANA,,
23755,1930,S. Giovanni Evangelista,Pratovecchio,AR,TOSCANA,,
23756,1930,Borgo di Mezzo,Pratovecchio,AR,TOSCANA,,
23757,1930,Piazza Umberto I,Pratovecchio,AR,TOSCANA,,
23758,1930,Badia di Sta. Maria a Poppiena,Pratovecchio,AR,TOSCANA,,
23759,1930,Badia di Sta. Maria a Poppiena,Pratovecchio,AR,TOSCANA,,
23760,1930,Badia di Sta. Maria a Poppiena,Pratovecchio,AR,TOSCANA,,
23761,1930,Badia di Sta. Maria a Poppiena,Pratovecchio,AR,TOSCANA,,
23766,1930,Pieve di Sta. Maria,Montemignaio,AR,TOSCANA,,
23767,1930,Sta. Maria Assunta,Porrena,AR,TOSCANA,,
23768,1930,Sta. Maria Assunta a Certomondo,Ponte a Poppi,AR,TOSCANA,,
23769,1930,Sta. Maria Assunta a Certomondo,Ponte a Poppi,AR,TOSCANA,,
23770,1930,Sta. Maria Assunta a Certomondo,Ponte a Poppi,AR,TOSCANA,,
23771,1930,Sta. Maria Assunta a Certomondo,Ponte a Poppi,AR,TOSCANA,,
23772,1930,"Cappella, Castello",Poppi,AR,TOSCANA,,
23773,1930,Castello,Poppi,AR,TOSCANA,,
23774,1930,"Cappella, Castello",Poppi,AR,TOSCANA,,
23775,1930,Castello,Poppi,AR,TOSCANA,,
23776,1930,Castello,Poppi,AR,TOSCANA,,
23777,1930,Badia di S. Fedele,Poppi,AR,TOSCANA,,
23778,1930,Chiesa delle Agostiniane,Poppi,AR,TOSCANA,,
23779,1930,Chiesa delle Agostiniane (SS. Annunziata),Poppi,AR,TOSCANA,,
23780,1930,S. Matteo,"Poppi, Memmenano",AR,TOSCANA,,
23781,1930,Chiesa del Sacro Eremo,Camaldoli,AR,TOSCANA,,
23782,1930,Chiesa del Sacro Eremo,Camaldoli,AR,TOSCANA,,
23783,1930,S. Lorenzo,Bibbiena,AR,TOSCANA,,
23784,1930,S. Lorenzo,Bibbiena,AR,TOSCANA,,
23785,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23786,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23787,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23788,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23789,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23790,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23791,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23792,1930,SS. Ippolito e Donato,Bibbiena,AR,TOSCANA,,
23793,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23794,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23795,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23796,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23797,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23798,1930,Sta. Maria del Sasso,Bibbiena,AR,TOSCANA,,
23799,1930,SS. Bartolomeo e Giacomo,Terrossola,AR,TOSCANA,,
23800,1930,Sta. Maria dei Servi,Montepulciano,SI,TOSCANA,,
23801,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23802,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23803,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23804,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23805,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23806,1931,Madonna del Rosario,Cento,FE,EMILIA ROMAGNA,,
23807,1931,Palazzo Falzoni Gallerani,Cento,FE,EMILIA ROMAGNA,,
23808,1931,Palazzo comunale,Pieve di Cento,FE,EMILIA ROMAGNA,,
23809,1931,Palazzo comunale,Pieve di Cento,FE,EMILIA ROMAGNA,,
23810,1931,Palazzo Comunale,Pieve di Cento,FE,EMILIA ROMAGNA,,
23811,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23812,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23813,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23814,1931,Pinacoteca Comunale di Cento,Cento,FE,EMILIA ROMAGNA,,
23815,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23816,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23817,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23818,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23819,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23820,1931,Pinacoteca Il Guercino,Cento,FE,EMILIA ROMAGNA,,
23821,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23822,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23823,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23824,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23825,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23826,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23827,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23828,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23829,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23830,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23831,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23832,1931,Pinacoteca Civica di Cento,Cento,FE,EMILIA ROMAGNA,,
23833,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23834,1931,Pinacoteca Comunale,Cento,FE,EMILIA ROMAGNA,,
23835,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23836,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23837,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23838,1931,Pinacoteca Comunale,Ferrara,FE,EMILIA ROMAGNA,,
23839,1931,Pinacoteca Comunale,Ferrara,FE,EMILIA ROMAGNA,,
23840,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23841,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23842,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23843,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23844,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23845,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23846,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23847,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23848,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23849,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23850,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23851,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23852,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23853,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23854,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23855,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23856,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23857,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23858,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23859,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23860,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23861,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23862,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23863,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23864,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23865,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23866,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23867,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23868,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23869,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23870,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23871,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23872,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23873,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23874,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23875,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23876,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23877,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23878,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23879,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23880,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23881,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23882,1931,"Pinacoteca, Ferrara",Ferrara,FE,EMILIA ROMAGNA,,
23883,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23884,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23885,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23886,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23887,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23888,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23889,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23890,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23891,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23892,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23893,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23894,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23895,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23896,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23897,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23898,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23899,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23900,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23901,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23902,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23903,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23904,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23905,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23906,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23907,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23908,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23909,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23910,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23911,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23912,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23913,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23914,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23915,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23916,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23917,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23918,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23919,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23920,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23921,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23922,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23923,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23924,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23925,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23926,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23927,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23928,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23929,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23930,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23931,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23932,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23933,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23934,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23935,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23936,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23937,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23938,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23939,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23940,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23941,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23942,1931,Collezione Massari Zavaglia (fino al 1931),Ferrara,FE,EMILIA ROMAGNA,,
23943,1931,Pinacoteca Nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23944,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23945,1931,Pinacoteca nazionale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
23946,1931,Pinacoteca,Ferrara,FE,EMILIA ROMAGNA,,
23947,1931,Palazzo Schifanoja,Ferrara,FE,EMILIA ROMAGNA,,
23948,1931,Palazzo Schifanoja,Ferrara,FE,EMILIA ROMAGNA,,
23949,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23950,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23951,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23952,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23953,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23954,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23955,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23956,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23957,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23958,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23959,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23960,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23961,1931,Palazzo Schifanoja,Ferrara,FE,EMILIA ROMAGNA,,
23962,1931,Palazzo Schifanoja,Ferrara,FE,EMILIA ROMAGNA,,
23963,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23964,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23965,1931,Museo civico d'arte antica di Palazzo Schifanoia,Ferrara,FE,EMILIA ROMAGNA,,
23979,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23980,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23981,1931,Museo del Duomo,Ferrara,FE,EMILIA ROMAGNA,,
23982,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23983,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23984,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23985,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23986,1931,Museo del Duomo,Ferrara,FE,EMILIA ROMAGNA,,
23987,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
23988,1931,"Cattedrale di Ferrara, Museo",Ferrara,FE,EMILIA ROMAGNA,,
24003,1931,Cattedrale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
24004,1931,Cattedrale di Ferrara,Ferrara,FE,EMILIA ROMAGNA,,
24005,1931,Palazzo dell'Università (Biblioteca Comunale),Ferrara,FE,EMILIA ROMAGNA,,
24006,1931,Palazzo dell'Università (Biblioteca Comunale),Ferrara,FE,EMILIA ROMAGNA,,
24008,1931,Castello (courtyard),Ferrara,FE,EMILIA ROMAGNA,,
24009,1931,"Castello, Sala dell'Aurora",Ferrara,FE,EMILIA ROMAGNA,,
24010,1931,Castello Estense,Ferrara,FE,EMILIA ROMAGNA,,
24011,1931,Castello Estense,Ferrara,FE,EMILIA ROMAGNA,,
24012,1931,Castello Estense,Ferrara,FE,EMILIA ROMAGNA,,
24013,1931,"Castello Estense (Ferrara, Italy)",Ferrara,FE,EMILIA ROMAGNA,,
24014,1931,"Castello Estense (Ferrara, Italy)",Ferrara,FE,EMILIA ROMAGNA,,
24015,1931,"Castello Estense (Ferrara, Italy)",Ferrara,FE,EMILIA ROMAGNA,,
24016,1931,"Castello Estense (Ferrara, Italy)",Ferrara,FE,EMILIA ROMAGNA,,
24017,1931,"Castello Estense (Ferrara, Italy)",Ferrara,FE,EMILIA ROMAGNA,,
24018,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24019,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24020,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24021,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24022,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24023,1931,Palazzina di Marfisa d'Este,Ferrara,FE,EMILIA ROMAGNA,,
24024,1931,"S. Francesco, Ferrara",Ferrara,FE,EMILIA ROMAGNA,,
24025,1931,S. Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24026,1931,S. Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24027,1931,S. Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24028,1931,Chiesa di San Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24029,1931,Chiesa di San Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24030,1931,Chiesa di San Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24031,1931,Chiesa di San Francesco,Ferrara,FE,EMILIA ROMAGNA,,
24032,1931,Chiesa di Santa Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24033,1931,Sta. Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24034,1931,Sta. Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24035,1931,Sta. Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24036,1931,Sta. Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24037,1931,Chiesa di Santa Maria in Vado,Ferrara,FE,EMILIA ROMAGNA,,
24038,1931,"S. Domenico, Ferrara",Ferrara,FE,EMILIA ROMAGNA,,
24039,1931,S. Domenico,Ferrara,FE,EMILIA ROMAGNA,,
24040,1931,S. Domenico,Ferrara,FE,EMILIA ROMAGNA,,
24041,1931,Chiesa di San Domenico,Ferrara,FE,EMILIA ROMAGNA,,
24042,1931,Chiesa del Gesú,Ferrara,FE,EMILIA ROMAGNA,,
24043,1931,Chiesa del Gesú,Ferrara,FE,EMILIA ROMAGNA,,
24044,1931,S. Cristoforo,Ferrara,FE,EMILIA ROMAGNA,,
24045,1931,Chiesa dei Cappuccini,Ferrara,FE,EMILIA ROMAGNA,,
24046,1931,Chiesa di Santa Maria Nuova,Ferrara,FE,EMILIA ROMAGNA,,
24047,1931,S. Paolo,Ferrara,FE,EMILIA ROMAGNA,,
24048,1931,Chiesa di San Paolo,Ferrara,FE,EMILIA ROMAGNA,,
24049,1931,Chiesa di San Paolo,Ferrara,FE,EMILIA ROMAGNA,,
24050,1931,"S. Bertolo, Ferrara",Ferrara,FE,EMILIA ROMAGNA,,
24051,1931,"S. Bertolo, Ferrara",Ferrara,FE,EMILIA ROMAGNA,,
24052,1931,Monastero di S. Bartolo,Ferrara,FE,EMILIA ROMAGNA,,
24053,1931,Oratorio di Roncodigà,Formignana,FE,EMILIA ROMAGNA,,
24054,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24055,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24056,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24057,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24058,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24059,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24060,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24061,1931,Battistero (cupola),Firenze,FI,TOSCANA,,
24062,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24063,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24064,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24065,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24066,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24067,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
24068,1931,Battistero di S. Giovanni,Firenze,FI,TOSCANA,,
